Date,Open,High,Low,Close
2021-06-29,34682.0,36548.0,34142.0,36156.0
2021-06-30,36156.0,36301.0,34075.0,34585.0
2021-07-01,34585.0,35203.0,32819.0,33411.0
2021-07-02,33411.0,33955.0,32747.0,33124.0
2021-07-03,33124.0,34926.0,33106.0,34715.0
2021-07-04,34715.0,35679.0,34297.0,35542.0
2021-07-05,35542.0,35945.0,33171.0,33847.0
2021-07-06,33847.0,35058.0,33601.0,33941.0
2021-07-07,33941.0,35040.0,33724.0,34550.0
2021-07-08,34550.0,34550.0,32142.0,32788.0
2021-07-09,32788.0,33667.0,32302.0,33508.0
2021-07-10,33508.0,34229.0,33098.0,33329.0
2021-07-11,33329.0,34077.0,33279.0,33859.0
2021-07-12,33859.0,34611.0,32660.0,32833.0
2021-07-13,32833.0,33315.0,32239.0,32519.0
2021-07-14,32519.0,33066.0,31628.0,32811.0
2021-07-15,32811.0,33162.0,31174.0,31748.0
2021-07-16,31748.0,32233.0,31085.0,31850.0
2021-07-17,31850.0,31932.0,31224.0,31755.0
2021-07-18,31755.0,32404.0,31159.0,31663.0
2021-07-19,31663.0,31920.0,30568.0,30793.0
2021-07-20,30793.0,31004.0,29336.0,29864.0
2021-07-21,29864.0,32800.0,29513.0,31864.0
2021-07-22,31864.0,32597.0,31716.0,32257.0
2021-07-23,32257.0,32879.0,32038.0,32477.0
2021-07-24,32477.0,34518.0,32476.0,33919.0
2021-07-25,33919.0,34800.0,33851.0,34481.0
2021-07-26,34481.0,40502.0,34455.0,37598.0
2021-07-27,37598.0,38732.0,36453.0,38000.0
2021-07-28,38000.0,40830.0,37988.0,40068.0
2021-07-29,40068.0,40630.0,39337.0,39722.0
2021-07-30,39722.0,41290.0,38389.0,40860.0
2021-07-31,40860.0,42247.0,40693.0,41516.0
2021-08-01,41516.0,42551.0,40694.0,41310.0
2021-08-02,41310.0,41313.0,38720.0,38857.0
2021-08-03,38861.0,39773.0,37768.0,38113.0
2021-08-04,38113.0,39851.0,37558.0,39706.0
2021-08-05,39745.0,41367.0,37454.0,40908.0
2021-08-06,40908.0,43314.0,39942.0,42673.0
2021-08-07,42696.0,44557.0,42404.0,43945.0
